draw_id,intercept,age_centered_40,sex_2,high_acuity_proxy,fever_or_temp,tachycardia_burden,hypotension_burden,seed
92,-2.760137034817431,0.041754735451956099,0.27556634761668136,1.5747804798639615,0.35715042972187,0.29226738325499541,0.82483247705963048,20260504
93,-2.6930985935161043,0.040880177012650849,0.25112662900895483,1.4828450060707541,0.47150877066234403,0.22747701854560232,0.76316673812866032,20260504
94,-2.6976738192286551,0.043758133917667634,0.1875174217778747,1.5189978361139185,0.071055766151037092,0.23609024935744882,0.68887866795656683,20260504
95,-2.5315493893480885,0.03823925979760625,0.2103675470052942,1.4804797320425995,0.36822512310891298,0.25697326395209075,0.70069144174300302,20260504
96,-2.7358684730240022,0.039462740104544633,0.20992148846877517,1.5514865686951991,0.24497383285626168,0.30497746700680967,0.59252624790931807,20260504
97,-2.7342508083266388,0.044282907430234657,0.18970580115516719,1.4419390114496111,0.20117120583849601,0.28149989392250369,0.97963834019412677,20260504
98,-2.6407305032799293,0.043552600900293455,0.2293297875828591,1.2990596433709571,0.24115055569943575,0.30166210486864703,0.6846961826420499,20260504
99,-2.5926067460890319,0.038402163776517402,0.19551346350483081,1.5195278104355909,0.49045712546160769,0.26928682889019373,0.71777367870497089,20260504
100,-2.627933782710862,0.038347254966598458,0.17980508786542815,1.4006680015051083,0.42463775741657434,0.25715764979475286,0.82413013261250689,20260504
101,-2.7131445387192388,0.039462374629200409,0.1695751470164823,1.504024838174419,0.24492853514362461,0.26360823117346616,0.73652631213669451,20260504
102,-2.7723006278354307,0.042619123926785581,0.22844607620096169,1.5009383178660947,0.2584905712831721,0.25929521795450516,0.81923104649912681,20260504
103,-2.7410978940784601,0.04099001243300391,0.25641076761123338,1.4445847914051926,0.45730531673535962,0.30819885940171365,0.78972469014454361,20260504
104,-2.7063783602171125,0.039205451959643152,0.21006805043988527,1.4615926565171879,0.039258839390486688,0.32908368385830455,0.72595182062737984,20260504
105,-2.7298473360329454,0.042468558497839259,0.18155566433180054,1.372778253034856,0.25989761820331392,0.33217282298866968,0.84754504144444798,20260504
106,-2.7558969675070188,0.045239369855056374,0.1962536147201715,1.4534475107807383,0.30935506394945778,0.28208629049745421,0.88533982762657149,20260504
107,-2.7277838987209098,0.043741196924002614,0.25827752161348128,1.4549524519463028,0.35224178687768393,0.32330289797362005,1.0465486274095546,20260504
108,-2.7168654983829104,0.04024494436592535,0.2585219289977429,1.4154491633704736,0.18454870681865415,0.28595580804661619,0.78022251672687981,20260504
109,-2.7261352996025021,0.042868151609441678,0.23310575026812322,1.2829354718897239,0.1200030266818248,0.27569041878963224,0.96969748589120219,20260504
